timestamp,original,category,reason
20240509043220,https://www.tiktok.com/community-guidelines/en/accounts-features/?enter_method=left_navigation,CG_sub,failed: HTTPError
20230321122525,https://www.tiktok.com/community-guidelines/en/accounts-features/?enter_method=left_navigation&cgversion=2023,CG_sub,failed: HTTPError
20230321122525,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2023,CG_sub,failed: HTTPError
20230422022816,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2023,CG_sub,failed: HTTPError
20230423205742,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2023,CG_sub,failed: HTTPError
20230725003317,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2023,CG_sub,failed: HTTPError
20231123133839,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2023,CG_sub,failed: HTTPError
20240218102559,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2023,CG_sub,failed: HTTPError
20240329044922,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2023,CG_sub,failed: HTTPError
20240518002724,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2023,CG_sub,failed: HTTPError
20240603183810,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2023,CG_sub,failed: HTTPError
20241210082223,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2023,CG_sub,failed: HTTPError
20240417203815,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2024H1update,CG_sub,failed: HTTPError
20240430124110,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2024H1update,CG_sub,failed: HTTPError
20240430130157,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2024H1update,CG_sub,failed: HTTPError
20240514233053,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2024H1update,CG_sub,failed: HTTPError
20250121185652,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2024H1update,CG_sub,failed: HTTPError
20250417011247,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2024H1update,CG_sub,failed: HTTPError
20251209010723,https://www.tiktok.com/community-guidelines/en/accounts-features?cgversion=2025H2update,CG_sub,failed: HTTPError
20240522003641,https://www.tiktok.com/community-guidelines/en/accounts-features?lang=en&cgversion=2024H1update,CG_sub,failed: HTTPError
20240614013650,https://www.tiktok.com/community-guidelines/en/accounts-features?lang=en&cgversion=2024H1update,CG_sub,failed: HTTPError
20240715043501,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20240914174532,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20240925082115,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20241223121300,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20250105093443,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20250121184216,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20250127090909,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20250311233702,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20250329181628,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20250624223803,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20250816221548,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20250817191215,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20251113062627,https://www.tiktok.com/community-guidelines/en/community-principles,CG_sub,failed: HTTPError
20230423200349,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20230507233424,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20230520235140,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20230814134839,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20230920202442,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20231008092724,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20240218100344,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20240502173221,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20240517234457,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20240909004117,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20241220172945,https://www.tiktok.com/community-guidelines/en/community-principles/,CG_sub,failed: HTTPError
20230321172619,https://www.tiktok.com/community-guidelines/en/community-principles/?cgversion=2023,CG_sub,failed: HTTPError
20230328091340,https://www.tiktok.com/community-guidelines/en/community-principles/?cgversion=2023,CG_sub,failed: HTTPError
20230405075424,https://www.tiktok.com/community-guidelines/en/community-principles/?cgversion=2023,CG_sub,failed: HTTPError
20230422024656,https://www.tiktok.com/community-guidelines/en/community-principles/?cgversion=2023,CG_sub,failed: HTTPError
20230523031146,https://www.tiktok.com/community-guidelines/en/community-principles/?cgversion=2023,CG_sub,failed: HTTPError
20240225170014,https://www.tiktok.com/community-guidelines/en/community-principles/?cgversion=2023,CG_sub,failed: HTTPError
20240518004102,https://www.tiktok.com/community-guidelines/en/community-principles/?cgversion=2023,CG_sub,failed: HTTPError
20250117210856,https://www.tiktok.com/community-guidelines/en/community-principles/?cgversion=2023,CG_sub,failed: HTTPError
20230706202248,https://www.tiktok.com/community-guidelines/en/community-principles/?cgversion=2023%5C,CG_sub,failed: HTTPError
20231123133854,https://www.tiktok.com/community-guidelines/en/community-principles/?enter_method=left_navigation,CG_sub,failed: HTTPError
20240227035753,https://www.tiktok.com/community-guidelines/en/community-principles/?enter_method=left_navigation,CG_sub,failed: HTTPError
20240510073620,https://www.tiktok.com/community-guidelines/en/community-principles/?enter_method=left_navigation,CG_sub,failed: HTTPError
20230321122525,https://www.tiktok.com/community-guidelines/en/community-principles/?enter_method=left_navigation&cgversion=2023,CG_sub,failed: HTTPError
20230422024129,https://www.tiktok.com/community-guidelines/en/community-principles?cgversion=2023,CG_sub,failed: HTTPError
20240417203812,https://www.tiktok.com/community-guidelines/en/community-principles?cgversion=2024H1update,CG_sub,failed: HTTPError
20241101044558,https://www.tiktok.com/community-guidelines/en/community-principles?cgversion=2024H1update,CG_sub,failed: HTTPError
20241024095916,https://www.tiktok.com/community-guidelines/en/community-principles?cgversion=2024H1update&lang=en,CG_sub,failed: HTTPError
